UniqueSale,Parcel_No,SalePrice,LivingArea,LAND_SF,YR_BUILT,YR_REMOD,Last_Work,NewlyRemodeled,GROSS_AREA,LIVING_ARE,NUM_FLOORS,R_TOTAL_RM,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,SaleSeason,SaleMonth,Style,ZIPCODE,PTYPE,OWN_OCC,LU,STRUCTURE_,R_BLDG_STY,R_ROOF_TYP,R_EXT_FIN,HEAT_SYS,C_AC,Latitude_1,Longitud_1,FeetToParks,Neighborhood,WalkScore,TransitSco,BikeScore,FeetToMetro,MEDHHINC,PCTBACHMOR,PCTOWNEROC,PCTVACANT,PCTWHITE,CrimeIndex,NearUni,SchoolGrade,DistToCBD,NearImpBldg,NearCommonwealth,DistToPoor,NearAP,Ave_SalePr,Dist_AP,Dist_SC,Dist_Major_Road
1307,2006107000,538000,1540,5500,1926,0,1926,0,2558,1540,2,7,3,1,0,1,1,Fall,Oct,Colonial,2132,101,1,R1,R,CL,L,W,1,0,42.29099,-71.15098,984,West Roxbury,78,44,53,10578,117266,63,84,2,96,3,0,1,37481,0,0,5969,0,551080,44703.85206,2901.951368,1077.879243
1308,2006156000,555000,1380,5000,1925,0,1925,0,2532,1380,2,6,3,1,1,1,1,Summer,Jul,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.29223,-71.15039,800,West Roxbury,78,44,53,10282,117266,63,84,2,96,3,0,1,38655,0,0,6231,0,601280,44301.18383,3098.075349,966.2101282
1309,2006259001,407000,988,3908,1950,0,1950,0,1976,988,1,5,2,1,0,1,1,Summer,Aug,Ranch,2132,101,1,R1,R,RN,G,W,1,0,42.28806,-71.15401,1104,West Roxbury,78,44,53,11734,110417,53,78,2,90,2.13,0,1,38904,0,0,5806,0,454100,46007.77447,2741.530848,377.2320839
1310,2006285000,459500,1364,3811,1925,0,1925,0,2064,1364,2,7,3,1,0,1,1,Spring,Apr,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.28939,-71.15497,1566,West Roxbury,78,44,53,11794,110417,53,78,2,90,2.13,0,1,38711,0,0,6319,0,463100,45914.44212,2895.933082,919.2628507
1311,2006298001,490000,1508,5175,1962,0,1962,0,2998,1508,1.5,9,3,2,0,1,1,Fall,Nov,Cape,2132,101,1,R1,R,CP,G,W,1,0,42.28995,-71.15539,1400,West Roxbury,78,44,53,11830,110417,53,78,2,90,2.13,0,1,39023,0,0,6537,0,457000,45880.45305,2985.495069,1151.737737
1312,2006303000,475000,1423,4050,1925,0,1925,0,2226,1423,1.5,6,2,1,0,1,0,Summer,Jun,Conventional,2132,101,1,R1,R,CV,G,F,1,0,42.290361,-71.155964,1323,West Roxbury,78,44,53,11928,110417,53,78,2,90,2.13,0,1,38970,0,0,6753,0,478580,45913.6002,3091.92061,1363.561813
1313,2006336000,502500,1056,4000,1955,0,1955,0,2132,1056,1,5,3,1,0,1,1,Summer,Aug,Raised Ranch,2132,101,0,R1,R,RR,H,W,1,0,42.29009,-71.15439,1287,West Roxbury,78,44,53,11558,110417,53,78,2,90,2.13,0,1,39270,0,0,6368,0,506700,45634.54396,2909.267752,1065.460219
1314,2006371000,441000,1056,4770,1950,0,1950,0,2456,1056,1,7,3,2,0,1,1,Summer,Jul,Ranch,2132,101,1,R1,R,RN,G,M,1,0,42.28871,-71.15562,1474,West Roxbury,78,44,53,12047,110417,53,78,2,90,2.13,0,1,38691,0,0,6290,0,466800,46205.10395,2896.999876,848.4328903
1315,2006417000,499900,1518,7000,1925,0,1925,0,2676,1518,2,7,3,1,1,1,1,Spring,Apr,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.2906,-71.15803,1464,West Roxbury,78,44,53,12433,110417,53,78,2,90,2.13,0,1,38654,0,0,7235,0,572180,46308.91199,3278.234044,1796.590484
1316,2006481000,599900,1627,6390,1950,0,1950,0,2638,1627,2,8,4,1,1,1,1,Fall,Nov,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.29152,-71.16006,904,West Roxbury,78,44,53,12867,110417,53,78,2,90,2.13,0,1,38644,0,0,7870,0,456980,46554.12388,3463.101698,2386.281624
1317,2006504000,480000,1313,6869,1940,2013,2013,1,2828,1313,1,5,2,2,0,1,1,Spring,Mar,Ranch,2132,101,1,R1,R,RN,G,M,1,0,42.28836,-71.15755,1677,West Roxbury,78,44,53,12580,110417,53,78,2,90,2.13,0,4,38397,0,0,6604,0,586380,46696.6749,3041.999087,1049.48089
1318,2006512001,700000,2418,9960,1860,0,1860,0,3767,2418,2,8,5,1,0,1,1,Winter,Jan,Colonial,2132,101,0,R1,R,CL,G,M,1,0,42.28709,-71.15667,1191,West Roxbury,78,44,53,12535,110417,53,78,2,90,2.13,0,4,38522,0,0,6130,0,523800,46792.00924,2878.714571,532.0495324
1319,2006542000,606000,2497,3850,1910,2001,2001,0,4076,2497,2.5,7,3,2,1,1,2,Summer,Jul,Semi Det,2132,101,1,R1,R,SD,H,A,1,0,42.28672,-71.15771,1359,West Roxbury,78,44,53,12847,110417,53,78,2,90,2.13,0,4,38202,0,0,6279,0,672480,47096.71427,2918.199009,629.0297562
1320,2006580001,539000,1323,7145,1960,0,1960,0,2061,1323,2,6,3,1,1,1,1,Spring,Apr,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.28474,-71.15926,1019,West Roxbury,78,44,53,13529,111146,61,53,2,94,1.25,0,4,37872,0,0,6268,0,703680,47872.51826,2764.730213,680.5861553
1321,2006601000,1093600,2782,7137,1910,0,1910,0,4788,2496,2,10,4,2,1,1,2,Summer,Jun,Colonial,2132,101,1,R1,R,CL,H,F,1,0,42.2867,-71.16021,1760,West Roxbury,78,44,53,13473,111146,61,53,2,94,1.25,0,4,37768,0,0,6842,0,707480,47635.94765,2875.02024,1165.192612
1322,2006611006,900000,1995,6346,1955,0,1955,0,2740,1581,2,7,4,1,1,1,0,Fall,Sep,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.28447,-71.15807,835,West Roxbury,78,44,53,13283,111146,61,53,2,94,1.25,0,4,37823,0,0,5937,0,605480,47682.00345,2792.56439,346.0444192
1323,2006611010,597400,1690,6748,1955,0,1955,0,3056,1690,2,8,4,1,1,1,1,Summer,Jul,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.28501,-71.15861,1061,West Roxbury,78,44,53,13328,111146,61,53,2,94,1.25,0,4,37171,0,0,6159,0,666000,47673.56226,2789.316848,527.2929206
1324,2006651001,685000,2124,5651,1880,2003,2003,0,4158,2124,2,8,4,1,1,1,0,Summer,Aug,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.28852,-71.15848,1635,West Roxbury,78,44,53,12795,110417,53,78,2,90,2.13,0,4,37296,0,0,6837,0,675900,46861.35833,3036.653801,1244.502862
1325,2006675000,1110000,2909,22956,1900,2012,2012,1,4500,2909,2.5,11,6,3,1,1,0,Winter,Jan,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.28686,-71.16171,1556,West Roxbury,78,44,53,13828,110417,53,78,2,90,2.13,0,4,37457,0,0,7221,0,587660,47923.25691,2924.282241,1551.667628
1326,2006698001,485700,1014,6000,1960,0,1960,0,2148,1014,1,5,2,1,0,1,1,Spring,Apr,Ranch,2132,101,1,R1,R,RN,G,M,1,0,42.28839,-71.16358,910,West Roxbury,78,44,53,13989,110417,53,78,2,90,2.13,0,4,38222,0,0,7942,0,581600,47995.44759,3165.246979,2263.781845
1327,2006713000,545000,1446,7242,1930,2008,2008,1,2338,1446,2,7,3,1,1,1,1,Fall,Nov,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29019,-71.16078,796,West Roxbury,78,44,53,13189,110417,53,78,2,90,2.13,0,4,37982,0,0,7704,0,555960,46996.639,3272.328662,2109.748891
1328,2006781000,0,2002,5137,1920,1989,1989,0,2758,2002,2,8,4,2,1,1,1,Fall,Oct,Conventional,2132,101,1,R1,R,CV,G,M,1,0,42.29067,-71.1656,353,West Roxbury,78,44,53,13158,96908,72,22,1,97,1,0,4,45651,0,0,8855,0,597120,47954.75433,3644.58006,3189.788505
1329,2006807000,573000,1900,5985,1940,0,1940,0,2890,1900,2,10,4,2,0,2,0,Summer,Jul,Duplex,2132,104,0,R2,R,DX,H,B,1,0,42.292163,-71.165779,88,West Roxbury,78,44,53,12615,117635,72,83,4,86,1,0,4,37398,0,0,9213,0,590500,47683.96226,3937.996919,3577.587702
1330,2006813000,0,1487,6791,1950,0,1950,0,2360,1487,2,7,3,1,1,1,1,Summer,Jun,Colonial,2132,101,1,R1,R,CL,G,M,1,1,42.29119,-71.16258,215,West Roxbury,78,44,53,12977,96908,72,22,1,97,1,0,4,45356,0,0,8312,0,476980,47178.25489,3519.646392,2706.251802
1331,2006849000,880000,1940,5500,1910,0,1910,0,3231,1940,2,7,4,1,1,1,1,Fall,Nov,Colonial,2132,101,1,R1,R,CL,H,M,1,0,42.29235,-71.16235,326,West Roxbury,78,44,53,12558,96908,72,22,1,97,1,0,4,37570,0,0,8536,0,476980,46883.29006,3726.16019,2988.407385
1332,2006879000,530000,1485,5242,1959,0,1959,0,2612,1485,2,6,3,1,1,1,1,Summer,Jul,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29096,-71.16676,92,West Roxbury,78,44,53,13063,96908,72,22,1,97,1,0,4,38245,0,0,9174,0,599100,48151.55755,3743.593933,3502.736354
1333,2006882000,650000,2220,5000,1930,0,1930,0,3602,2220,2,10,4,1,1,1,1,Summer,Jul,Colonial,2132,101,0,R1,R,CL,G,M,1,1,42.29082,-71.16632,200,West Roxbury,78,44,53,13109,96908,72,22,1,97,1,0,4,38587,0,0,9047,0,575100,48082.98962,3721.955962,3376.984848
1334,2006883000,539900,1776,4500,1924,2008,2008,1,2704,1776,2,8,3,1,1,1,1,Summer,Jul,Colonial,2132,101,1,R1,R,CL,G,M,1,1,42.29072,-71.16621,247,West Roxbury,78,44,53,13144,96908,72,22,1,97,1,0,4,38478,0,0,9002,0,597120,48079.45548,3697.8689,3331.240912
1335,2006949000,569900,1490,5127,1934,0,1934,0,3502,1490,1,7,3,2,0,1,0,Winter,Dec,Cape,2132,101,1,R1,R,CP,G,M,1,0,42.29342,-71.15839,588,West Roxbury,78,44,53,12261,92031,54,29,5,91,1.64,0,1,39209,0,0,7988,0,543600,45783.41791,3792.836736,2654.172583
1336,2006956000,516000,1858,5115,1930,0,1930,0,3021,1858,2,7,4,1,1,1,0,Spring,Apr,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29265,-71.15763,935,West Roxbury,78,44,53,12126,92031,54,29,5,91,1.64,0,1,39902,0,0,7645,0,565960,45780.0506,3614.056158,2306.816768
1337,2006956001,585000,1638,5145,1971,2011,2011,1,2444,1638,2,8,4,3,0,2,0,Winter,Dec,Colonial,2132,101,0,R1,R,CL,G,M,1,0,42.29254,-71.1575,988,West Roxbury,78,44,53,12102,92031,54,29,5,91,1.64,0,1,39068,0,0,7592,0,552160,45775.09211,3590.455704,2254.07309
1338,2006963000,0,1316,4850,1932,1993,1993,0,2630,1218,1,6,2,1,0,1,1,Winter,Dec,Bungalow,2132,101,1,R1,R,BW,H,M,1,0,42.29172,-71.15661,1037,West Roxbury,78,44,53,11948,92031,54,29,5,91,1.64,0,1,44868,0,0,7212,0,552160,45757.28017,3366.240866,1873.000021
1339,2006988000,442000,1325,4093,1950,0,1950,0,2059,1325,2,7,3,1,1,1,1,Spring,Mar,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29399,-71.15961,234,West Roxbury,78,44,53,12021,92031,54,29,5,91,1.64,0,1,38901,0,0,8371,0,510160,45933.17105,3960.077316,3013.369667
1340,2007010006,0,1440,7188,1953,0,1953,0,2568,1440,2,7,3,1,2,1,1,Summer,Aug,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29439,-71.16374,463,West Roxbury,78,44,53,11801,72713,62,52,7,71,1,0,1,44821,0,0,9308,0,552000,46770.87049,4268.559109,3808.66895
1341,2007010010,447500,1700,6025,1953,0,1953,0,3816,1700,1,8,3,1,1,1,1,Spring,Mar,Ranch,2132,101,0,R1,R,RN,G,M,1,1,42.29495,-71.16301,192,West Roxbury,78,44,53,11603,72713,62,52,7,71,1,0,1,39680,0,0,9290,0,552000,46492.96677,4358.727321,3868.998823
1342,2007053000,0,1224,6145,1942,0,1942,0,2470,1224,1.5,5,2,1,1,1,1,Summer,Aug,Cape,2132,101,1,R1,R,CP,G,M,1,0,42.29169,-71.16362,180,West Roxbury,78,44,53,12786,96908,72,22,1,97,1,0,4,46056,0,0,8645,0,476980,47302.71791,3676.962572,3032.822773
1343,2007156000,375000,1011,6308,1946,0,1946,0,2102,1011,1,5,2,1,0,1,1,Summer,Jul,Ranch,2132,101,1,R1,R,RN,G,M,1,0,42.29159,-71.16094,673,West Roxbury,78,44,53,12858,96908,72,22,1,97,1,0,1,39909,0,0,8066,0,577980,46732.49176,3509.215267,2538.019829
1344,2007185000,450000,2091,5000,1933,0,1933,0,2075,1341,2,7,3,1,0,1,2,Winter,Jan,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29416,-71.15465,140,West Roxbury,78,44,53,11214,92031,54,29,5,91,1.64,0,1,39563,0,0,7493,0,599180,44804.28543,3664.53416,2256.963652
1345,2007230000,564000,1274,5000,1940,0,1940,0,2117,1274,2,7,3,1,1,1,1,Summer,Jun,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.29319,-71.15541,450,West Roxbury,78,44,53,11495,92031,54,29,5,91,1.64,0,1,39656,0,0,7362,0,573400,45178.5121,3494.677346,2215.111291
1346,2007271000,657000,2427,5258,1925,1998,1998,0,3927,2427,2,11,4,2,0,2,2,Winter,Jan,Two Fam Stack,2132,104,0,R2,R,TF,H,F,1,0,42.29264,-71.1553,549,West Roxbury,78,44,53,11516,92031,54,29,5,91,1.64,0,1,39624,0,0,7195,0,554800,45273.03764,3358.247425,2016.86748
1347,2007308000,565000,1779,5000,1920,2003,2003,0,3246,1779,2,6,3,1,0,1,1,Spring,May,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29329,-71.15713,815,West Roxbury,78,44,53,11939,92031,54,29,5,91,1.64,0,1,39776,0,0,7710,0,568980,45533.84817,3741.247061,2438.586149
1348,2007310001,610000,1890,5600,1950,2001,2001,0,3150,1860,2,8,3,1,1,1,1,Summer,Jun,Colonial,2132,101,1,R1,R,CL,L,M,1,0,42.29296,-71.1568,821,West Roxbury,78,44,53,11880,92031,54,29,5,91,1.64,0,1,39977,0,0,7562,0,577400,45531.91617,3631.804765,2290.548229
1349,2007348000,425000,1178,4750,1923,0,1923,0,2008,1178,2,6,3,1,1,1,1,Spring,Mar,Colonial,2132,101,1,R1,R,CL,G,A,1,0,42.29269,-71.16097,428,West Roxbury,78,44,53,12458,96908,72,22,1,97,1,0,1,40864,0,0,8335,0,547380,46506.69181,3724.57361,2878.571989
1350,2007371000,440000,1272,4222,1936,0,1936,0,2020,1248,2,6,3,1,1,1,1,Summer,Jun,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29331,-71.16052,306,West Roxbury,78,44,53,12243,96908,72,22,1,97,1,0,1,39792,0,0,8389,0,544380,46277.04223,3837.96521,2976.061922
1352,2007617000,569000,1454,8027,1957,0,1957,0,2410,1266,1,7,3,1,1,1,1,Summer,Aug,Split Level,2132,101,1,R1,R,SL,G,W,1,0,42.29203,-71.16757,314,West Roxbury,78,44,53,12685,117635,72,83,4,86,1,0,2,40749,0,0,9576,0,591300,48111.25163,4040.712886,3915.98004
1354,2007696000,374000,988,5180,1915,0,1915,0,2053,988,1,5,2,1,0,1,0,Fall,Nov,Bungalow,2132,101,1,R1,R,BW,G,M,1,0,42.28692,-71.16397,1450,West Roxbury,78,44,53,14391,111146,61,53,2,94,1.25,0,4,40756,0,0,7766,0,476940,48398.88387,2879.870551,2121.7435
1355,2007723000,375000,945,5370,1915,0,1915,0,1989,945,1,5,2,1,0,1,1,Fall,Nov,Bungalow,2132,101,1,R1,R,BW,H,W,1,0,42.28691,-71.16453,1471,West Roxbury,78,44,53,14526,111146,61,53,2,94,1.25,0,4,40393,0,0,7899,0,460540,48522.61269,2829.518821,2263.103871
1356,2007750000,830000,3323,6400,1910,0,1910,0,5337,2924,2,9,3,2,0,1,0,Fall,Nov,Victorian,2132,101,1,R1,R,CL,G,F,1,0,42.28388,-71.15943,711,West Roxbury,78,44,53,13709,111146,61,53,2,94,1.25,0,4,40309,0,0,6174,0,645480,48103.66572,2744.957167,656.8221114
1357,2007752000,455000,1061,4500,1930,0,1930,0,1994,1061,1.5,8,2,1,1,1,1,Summer,Aug,Cape,2132,101,1,R1,R,CP,G,W,1,0,42.28368,-71.15947,640,West Roxbury,78,44,53,13751,111146,61,53,2,94,1.25,0,4,40267,0,0,6154,0,720480,48157.65889,2746.501112,647.339701
1358,2007757020,736000,1799,10026,1997,0,1997,0,2828,1799,2,8,3,3,1,1,2,Summer,Jun,Colonial,2132,101,0,R1,R,CL,G,M,1,1,42.28333,-71.1604,619,West Roxbury,78,44,53,14034,111146,61,53,2,94,1.25,0,4,40274,0,0,6337,0,576280,48433.84009,2715.527292,842.0689865
1359,2007782002,510000,1075,4490,1955,0,1955,0,2363,1075,1,8,3,1,1,1,1,Fall,Nov,Cape,2132,101,1,R1,R,CP,G,M,1,0,42.28757,-71.16412,1217,West Roxbury,78,44,53,14286,111146,61,53,2,94,1.25,0,4,40331,0,0,7916,0,576740,48290.29256,3008.841276,2251.002042
1360,2007791000,475000,1328,4910,1920,0,1920,0,1952,1328,2,8,3,1,1,1,1,Fall,Oct,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.2853,-71.16285,1594,West Roxbury,78,44,53,14330,111146,61,53,2,94,1.25,0,4,40334,0,0,7231,0,564800,48513.26546,2691.155855,1672.936674
1361,2007805000,0,1553,7293,1920,1989,1989,0,2749,1553,2,8,4,1,1,1,0,Spring,May,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.28203,-71.16009,218,West Roxbury,78,44,53,14181,111146,61,53,2,94,1.25,0,4,45707,0,0,6098,0,576280,48665.9264,2732.823259,597.1685617
1362,2007853000,469000,1352,4800,1925,0,1925,0,2107,1352,2,6,3,1,1,1,0,Spring,Mar,Colonial,2132,101,0,R1,R,CL,G,M,1,0,42.28921,-71.1696,80,West Roxbury,78,44,53,13754,77075,66,83,2,96,1,0,2,40654,0,0,9504,0,486320,49146.54751,3153.80587,3847.968574
1363,2007868000,525000,1584,5307,1935,0,1935,0,2302,1464,2,6,3,1,0,1,0,Summer,Aug,Colonial,2132,101,0,R1,R,CL,G,M,1,0,42.28962,-71.16868,148,West Roxbury,78,44,53,13583,77075,66,83,2,96,1,0,2,40706,0,0,9358,0,507520,48856.89766,3286.749438,3688.872152
1364,2007942000,435000,1326,4565,1963,0,1963,0,2193,1326,2,8,3,1,1,1,1,Spring,Mar,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.28797,-71.16886,536,West Roxbury,78,44,53,14186,77075,66,83,2,96,1,0,2,40479,0,0,9119,0,477100,49243.04361,2824.186096,3496.359953
1365,2007975000,440000,1334,4000,1935,0,1935,0,1994,1334,2,6,3,1,0,1,1,Fall,Nov,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.28741,-71.1686,723,West Roxbury,78,44,53,14385,77075,66,83,2,96,1,0,2,40942,0,0,8967,0,474300,49304.48868,2689.518006,3365.43946
1366,2008007000,599000,1903,5000,1934,0,1934,0,3216,1903,2,8,3,1,2,1,0,Summer,Aug,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.28741,-71.1679,865,West Roxbury,78,44,53,14372,77075,66,83,2,96,1,0,2,41028,0,0,8796,0,429300,49150.75641,2718.785278,3184.656045
1367,2008022000,509500,1316,5000,1930,0,1930,0,2040,1316,2,7,3,1,0,1,1,Fall,Oct,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.28656,-71.1683,967,West Roxbury,78,44,53,14688,77075,66,83,2,96,1,0,2,41483,0,0,8765,0,447800,49420.11698,2502.737924,3209.465324
1368,2008041000,394000,1224,4850,1925,0,1925,0,2772,1224,1,5,2,1,0,1,0,Summer,Jul,Bungalow,2132,101,1,R1,R,BW,G,M,1,0,42.28774,-71.16666,1021,West Roxbury,78,44,53,14234,77075,66,83,2,96,1,0,4,41898,0,0,8550,0,471700,48808.39195,2863.851232,2908.142831
1369,2008060000,0,1274,3205,1956,1989,1989,0,1964,1274,2,6,3,1,1,1,1,Winter,Jan,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.28764,-71.16572,1224,West Roxbury,78,44,53,14263,77075,66,83,2,96,1,0,4,45934,0,0,8308,0,471700,48624.12599,2900.327668,2657.93338
1370,2008134000,460000,1500,4394,1910,0,1910,0,2484,1500,2,7,4,1,1,1,0,Spring,May,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.28279,-71.16119,623,West Roxbury,78,44,53,14314,91667,65,72,1,91,1.54,0,4,41871,0,0,6469,0,612000,48723.69744,2631.361192,963.5707743
1371,2008184000,539000,2340,4992,1910,0,1910,0,3758,2340,2,11,4,2,0,2,0,Winter,Feb,Two Fam Stack,2132,104,1,R2,R,TF,H,W,1,0,42.285833,-71.164068,1847,West Roxbury,78,44,53,14560,91667,65,72,1,91,1.54,0,4,42086,0,0,7612,0,568800,48657.88042,2664.074374,2034.204945
1372,2008323000,426000,1075,6272,1955,0,1955,0,2376,1075,1,7,3,1,1,1,1,Summer,Jun,Cape,2132,101,0,R1,R,CP,G,M,1,1,42.28271,-71.16286,1000,West Roxbury,78,44,53,14730,91667,65,72,1,91,1.54,0,4,42874,0,0,6888,0,570600,49095.47833,2480.375679,1384.916934
1373,2008351000,650000,1884,6875,1900,2011,2011,1,3187,1884,2,7,4,1,1,1,1,Fall,Oct,Victorian,2132,101,1,R1,R,VT,H,F,1,0,42.28042,-71.16239,679,West Roxbury,78,44,53,15012,91667,65,72,1,91,1.54,0,4,45505,0,0,6554,0,558000,49519.04051,2617.052672,953.6301778
1374,2008359010,0,2326,6238,1900,1989,1989,0,3940,2326,2,9,4,2,0,1,2,Summer,Aug,Colonial,2132,101,1,R1,R,CL,H,M,1,0,42.28039,-71.1615,733,West Roxbury,78,44,53,14808,91667,65,72,1,91,1.54,0,4,45383,0,0,6316,0,558000,49339.58343,2642.433558,764.1211844
1375,2008386000,465000,2282,6250,1880,0,1880,0,3898,2282,2,7,4,1,0,1,0,Winter,Feb,Colonial,2132,101,1,R1,R,CL,G,A,1,0,42.28333,-71.16511,1068,West Roxbury,78,44,53,15181,91667,65,72,1,91,1.54,0,4,46143,0,0,7537,0,567060,49435.81719,2294.296971,2032.741203
1376,2008399000,665000,2319,7250,1880,2005,2005,0,4753,2319,2,9,4,2,1,1,0,Summer,Aug,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.28193,-71.16336,1006,West Roxbury,78,44,53,14980,91667,65,72,1,91,1.54,0,4,46121,0,0,6936,0,535200,49378.16482,2451.056178,1447.726479
1377,2008401000,613000,2174,10000,1880,2013,2013,1,3595,2174,2,9,4,1,1,1,0,Fall,Oct,Colonial,2132,101,1,R1,R,CL,M,M,1,0,42.28169,-71.16309,990,West Roxbury,78,44,53,14955,91667,65,72,1,91,1.54,0,4,46093,0,0,6843,0,545600,49375.59786,2488.935576,1360.028575
1378,2008409000,800000,2946,6625,2007,0,2007,0,5429,2946,2,9,4,2,1,1,1,Summer,Aug,Colonial,2132,101,1,R1,R,CL,G,F,1,1,42.283786,-71.166291,1136,West Roxbury,78,44,53,15404,76795,57,93,1,89,1.55,0,4,44924,0,0,7893,0,497060,49588.04348,2219.016854,2387.825326
1379,2008430000,372000,1384,6165,1920,0,1920,0,2370,1384,2,6,3,1,0,1,0,Winter,Dec,Colonial,2132,101,0,R1,R,CL,H,F,1,0,42.28542,-71.16749,1280,West Roxbury,78,44,53,15090,76795,57,93,1,89,1.55,0,2,44850,0,0,8402,0,561700,49489.37428,2327.343042,2905.258379
1380,2008438000,450000,1102,6375,1920,0,1920,0,2117,1102,1.5,6,3,1,0,1,1,Spring,May,Cape,2132,101,1,R1,R,CP,G,M,1,0,42.28458,-71.1665,1419,West Roxbury,78,44,53,15342,76795,57,93,1,89,1.55,0,4,44494,0,0,8042,0,548460,49458.21918,2279.848922,2539.606507
1381,2008471000,368000,1026,4000,1928,0,1928,0,2140,1026,1,5,2,1,0,1,0,Spring,May,Bungalow,2132,101,1,R1,R,BW,G,M,1,0,42.28717,-71.16951,573,West Roxbury,78,44,53,14492,77075,66,83,2,96,1,0,2,44209,0,0,9155,0,445900,49555.56537,2600.853576,3579.060277
1382,2008476000,0,1436,4430,1934,0,1934,0,3398,1436,1,7,4,2,0,1,0,Summer,Jun,Bungalow,2132,101,0,R1,R,BW,G,M,1,0,42.28677,-71.17004,498,West Roxbury,78,44,53,14651,77075,66,83,2,96,1,0,2,45502,0,0,9228,0,445900,49757.03685,2488.759138,3685.821082
1383,2008479000,353500,912,4000,1930,0,1930,0,1899,912,1,5,2,1,1,1,0,Spring,Apr,Bungalow,2132,101,1,R1,R,BW,G,M,1,0,42.28732,-71.17106,172,West Roxbury,78,44,53,14482,77075,66,83,2,96,1,0,2,42654,0,0,9561,0,400200,49865.61777,2621.635862,3999.226418
1384,2008485000,0,936,3652,1930,0,1930,0,2068,936,1,5,2,1,0,1,1,Summer,Jun,Bungalow,2132,101,1,R1,R,BW,G,A,1,0,42.28789,-71.17054,196,West Roxbury,78,44,53,14260,77075,66,83,2,96,1,0,2,19634,0,0,9517,0,400200,49630.88544,2776.263905,3918.570577
1385,2008502000,388000,900,3874,1920,1973,1973,0,1870,900,1,5,2,1,0,1,0,Summer,Aug,Bungalow,2132,101,1,R1,R,BW,H,W,1,0,42.2856,-71.1698,651,West Roxbury,78,44,53,15069,77075,66,83,2,96,1,0,2,42676,0,0,9009,0,462980,49954.15551,2229.775483,3394.181917
1386,2008521000,460000,1619,5000,1920,0,1920,0,2980,1664,1.5,5,2,1,0,1,0,Winter,Dec,Bungalow,2132,101,0,R1,R,BW,G,F,1,0,42.286115,-71.169677,664,West Roxbury,78,44,53,14879,77075,66,83,2,96,1,0,2,44899,0,0,9046,0,417200,49816.91358,2345.191072,3543.461731
1387,2008523000,385000,1394,4638,1920,0,1920,0,3218,1394,1,6,2,1,0,1,0,Winter,Feb,Bungalow,2132,101,0,R1,R,BW,G,M,1,0,42.28593,-71.16993,606,West Roxbury,78,44,53,14953,77075,66,83,2,96,1,0,2,41901,0,0,9085,0,432200,49911.90852,2295.215024,3518.557406
1388,2008537000,524900,1492,6480,1924,0,1924,0,2348,1066,1,5,2,1,0,1,1,Fall,Oct,Cape,2132,101,1,R1,R,BW,G,M,1,0,42.28454,-71.16934,789,West Roxbury,78,44,53,15444,76795,57,93,1,89,1.55,0,2,42081,0,0,8763,0,435600,50082.50846,2064.495845,2990.171766
1389,2008557000,450000,1042,5093,1953,0,1953,0,2568,1042,1,7,3,1,1,1,1,Summer,Aug,Cape,2132,101,1,R1,R,CP,G,W,1,0,42.2844,-71.16861,967,West Roxbury,78,44,53,15479,76795,57,93,1,89,1.55,0,2,41857,0,0,8559,0,441680,49954.36586,2095.380679,2865.316689
1390,2008568000,519500,1991,7591,1887,0,1887,0,3064,1959,2.5,7,4,1,1,1,1,Winter,Dec,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.28329,-71.16643,952,West Roxbury,78,44,53,15512,76795,57,93,1,89,1.55,0,4,42092,0,0,7873,0,553160,49727.72516,2176.327453,2284.488679
